"Data include samples collected between October 1, 2013 - September 30, 2017",,,,,,,,,,,
"Data Extracted January 3, 2018",,,,,,,,,,,
EstablishmentId,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormId,CollectionDate,SampleSource,EColiO157H7Analysis,SalmonellaSpAnalysis,NonO157STECAnalysis
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692394,6/20/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
12708,M34396,"Patton's Sausage Company, Inc.                                                                      ",LA,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101708132,6/20/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101710847,6/20/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692395,6/21/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9123,M451B+P451B,"Sterling Foods, Inc.                                                                                ",FL,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101686491,6/21/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101707100,6/21/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101707101,6/22/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
628,M6591+P6591,"Brasstown Beef, LLC                                                                                 ",NC,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101684609,6/22/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
8124,M20856+V20856,"Eureka Locker, Inc.                                                                                 ",IL,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101707849,6/22/2017,Product-Raw-Intact-Beef,Negative,Negative,NULL
126175,M46407,"Open Range Beef, LLC                                                                                ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101712763,6/22/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692397,6/22/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101695127,6/22/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101712914,6/22/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
12608,M34377+V34377,T & W Meat Company                                                                                  ,KS,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101698340,6/22/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692398,6/23/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
2097,M15826+P15826+V15826,Keystone Meats Inc.                                                                                 ,OH,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101705527,6/26/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
2097,M15826+P15826+V15826,Keystone Meats Inc.                                                                                 ,OH,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101705561,6/26/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
2097,M15826+P15826+V15826,Keystone Meats Inc.                                                                                 ,OH,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101705557,6/26/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
2097,M15826+P15826+V15826,Keystone Meats Inc.                                                                                 ,OH,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101705521,6/26/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692400,6/26/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101695125,6/26/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692402,6/27/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101715249,6/27/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692405,6/28/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
126175,M46407,"Open Range Beef, LLC                                                                                ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101716786,6/28/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
9123,M451B+P451B,"Sterling Foods, Inc.                                                                                ",FL,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101686496,6/28/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
628,M6591+P6591,"Brasstown Beef, LLC                                                                                 ",NC,MT44,Follow-up Risk-based Sampling of Positive Raw Ground Beef or Veal Sample -E.coli O157:H7/Salmonella,101684611,6/28/2017,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,NULL
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101707103,6/28/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
3254,M245C+V245C,"Tyson Fresh Meats, Inc.                                                                             ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101707104,6/29/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101714459,6/29/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692408,6/29/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101695128,6/29/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4674,M8330+P8330+V8330,C&F Meats                                                                                           ,TN,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101706369,6/29/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
12608,M34377+V34377,T & W Meat Company                                                                                  ,KS,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101709808,6/29/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101692410,6/30/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4345,M13445+P13445+V13445,Huse's Processing Inc.                                                                              ,TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101719335,6/30/2017,Product-Raw-Intact-Beef,Negative,Positive,Positive
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101714458,6/30/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101707369,7/5/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
627,M6590,"Randolph Packing Co., Inc.                                                                          ",NC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101695132,7/5/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
12608,M34377+V34377,T & W Meat Company                                                                                  ,KS,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101704363,7/5/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101724233,7/6/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101707370,7/6/2017,Product-Raw-Intact-Beef,Negative,Negative,Negative
